1	0.12923746556043625
2	0.13041081031163534
3	0.13812841723362604
4	0.1412737270196279
5	0.08926677952210109
6	0.07946326583623886
7	0.0666361649831136
8	0.056748500714699425
9	0.11141773064931233
10	0.06022957836588224
11	0.05125982935229937
12	0.064947164307038
13	0.05617199217279752
14	0.05354075009624163
15	0.046338703483343124
16	0.056871951868136726
17	0.037517388661702476
18	0.03930557891726494
19	0.06305864204963048
20	0.040849280854066215
21	0.031676934411128364
22	0.04748298476139704
23	0.048398181796073914
24	0.0494350033501784
25	0.047906726598739624
26	0.03729745621482531
27	0.042519056548674904
28	0.039170349637667336
29	0.059526791175206505
30	0.04946813980738322
31	0.04339018960793813
32	0.03694232056538264
33	0.043112143874168396
34	0.04345162337025007
35	0.042016820361216865
36	0.04843499387303988
37	0.04703299577037493
38	0.04998604208230972
39	0.05285638074080149
40	0.03610751032829285
41	0.0469146395723025
42	0.03723560397823652
43	0.035491165394584336
44	0.04180184255043665
45	0.041014980524778366
46	0.07864611595869064
47	0.038418556253115334
48	0.04025187840064367
49	0.05580080797274908
50	0.03144593847294649
